Movie,LeadStudio,Genre,RottenTomatoes,AudienceScore,WorldGross,Budget,Year,Ganancia,Exitosa
Our Idiot Brother,Weinstein,Comedy,68.0,79.0,24.82,5.0,2011,19.82,True
Zodiac,Paramount,Thriller,89.0,73.0,84.79,65.0,2007,19.790000000000006,True
The Informant!,Warner Bros,Comedy,78.0,42.0,41.76,22.0,2009,19.759999999999998,True
Monte Carlo,Fox,Romance,38.0,50.0,39.67,20.0,2011,19.67,False
Salmon Fishing in the Yemen,CBS,Other Genres,67.0,64.0,34.56,15.0,2012,19.560000000000002,True
Brooklyn's Finest,Independent,Action,42.0,47.0,36.439,17.0,2010,19.439,False
"The Way, Way Back",Fox Searchlight,Other Genres,85.0,85.0,23.2,4.6,2013,18.6,True
An Education,Sony,Drama,94.0,78.0,26.09,7.5,2009,18.59,True
Righteous Kill,Overture,Crime,19.0,44.0,78.46,60.0,2008,18.459999999999994,False
9,Focus,Animation,57.0,58.0,48.41,30.0,2009,18.409999999999997,False
In Bruges,Focus,Crime,81.0,85.0,33.39,15.0,2008,18.39,True
Priest,Sony,Action,17.0,37.0,78.31,60.0,2011,18.310000000000002,False
Duplicity,Universal,Romance,64.0,38.0,78.14,60.0,2009,18.14,True
Zack and Miri Make a Porno,Weinstein,Romance,64.0,70.0,42.1,24.0,2008,18.1,True
Love Happens,Universal,Drama,18.0,40.0,36.08,18.0,2009,18.08,False
Dinner for Schmucks,Paramount,Comedy,43.0,47.0,86.855,69.0,2010,17.855000000000004,False
Untraceable,Independent,Thriller,14.0,56.0,52.66,35.0,2008,17.659999999999997,False
The Darjeeling Limited,Fox,Drama,67.0,79.0,35.08,17.5,2007,17.58,True
The Sisterhood of the Traveling Pants 2,Warner Bros,Other Genres,65.0,67.0,44.35,27.0,2008,17.35,True
Brothers,Lionsgate,Drama,61.0,62.0,43.27,26.0,2009,17.270000000000003,True
Buried,Independent,Drama,86.0,63.0,19.148,2.0,2010,17.148,True
The Pink Panther 2,Sony,Adventure,12.0,47.0,75.94,59.0,2009,16.939999999999998,False
Enough Said,Fox Searchlight,Other Genres,96.0,78.0,24.42,8.0,2013,16.42,True
A Very Harold and Kumar Christmas,Lionsgate,Comedy,72.0,71.0,35.39,19.0,2011,16.39,True
Vacancy,Sony,Comedy,55.0,46.0,35.3,19.0,2007,16.299999999999997,False
Fruitvale Station,Weinstein,Other Genres,94.0,92.0,17.03,1.0,2013,16.03,True
Margin Call,Independent,Thriller,86.0,73.0,19.5,3.5,2011,16.0,True
Jennifer's Body,Fox,Comedy,42.0,37.0,31.55,16.0,2009,15.55,False
Happy Feet 2,Village Roadshow,Animation,41.0,59.0,150.41,135.0,2011,15.409999999999997,False
Extremely Loud and Incredibly Close,Warner Bros,Drama,47.0,62.0,55.247,40.0,2011,15.247,False
The Ghost Writer,Summit,Mystery,83.0,68.0,60.22,45.0,2010,15.219999999999999,True
Shark Night 3D,Relativity Media,Horror,16.0,25.0,40.14,25.0,2011,15.14,False
Disaster Movie,Lionsgate,Comedy,2.0,28.0,34.82,20.0,2008,14.82,False
Sorority Row,Summit,Horror,22.0,38.0,27.21,12.5,2009,14.71,False
The Visitor,Independent,Drama,92.0,83.0,18.08,4.0,2008,14.079999999999998,True
Baggage Claim,Fox Searchlight,Other Genres,14.0,56.0,22.46,8.5,2013,13.96,False
The Invention of Lying,Warner Bros,Comedy,56.0,47.0,32.4,18.5,2009,13.899999999999999,False
Leap Year,Universal,Comedy,21.0,49.0,32.608,19.0,2010,13.607999999999997,False
Aliens in the Attic,Fox,Adventure,30.0,46.0,57.88,45.0,2009,12.880000000000003,False
30 Minutes or Less,Independent,Comedy,43.0,48.0,40.55,28.0,2011,12.549999999999997,False
Soul Men,Weinstein,Comedy,45.0,42.0,12.33,0.0,2008,12.33,False
You Will Meet a Tall Dark Stranger,Independent,Comedy,43.0,35.0,34.267,22.0,2010,12.267000000000003,False
Inside Llewyn Davis,CBS,Other Genres,94.0,76.0,23.21,11.0,2013,12.21,True
Daddy Day Camp,Sony,Comedy,1.0,63.0,18.2,6.0,2007,12.2,False
You Again,Independent,Comedy,18.0,45.0,32.003,20.0,2010,12.003,False
Don't Be Afraid Of The Dark,Miramax,Horror,59.0,37.0,36.99,25.0,2011,11.990000000000002,False
Cowboys and Aliens,Universal,Action,44.0,50.0,174.82,163.0,2011,11.819999999999993,False
Faster,CBS,Action,41.0,50.0,35.626,24.0,2010,11.625999999999998,False
Ninja Assassin,Warner Bros,Action,25.0,57.0,61.59,50.0,2009,11.590000000000003,False
Sunshine Cleaning,Independent,Comedy,72.0,59.0,16.57,5.0,2009,11.57,True
Over Her Dead Body,New Line,Comedy,15.0,47.0,21.46,10.0,2008,11.46,False
The Sapphires,Weinstein,Other Genres,91.0,76.0,20.42,9.0,2013,11.420000000000002,True
Parker,FilmDistrict,Other Genres,41.0,49.0,46.22,35.0,2013,11.219999999999999,False
The Stepfather,Sony,Mystery,12.0,48.0,31.2,20.0,2009,11.2,False
The Bling Ring,A24,Other Genres,60.0,34.0,19.15,8.0,2013,11.149999999999999,True
Religulous,Lionsgate,Documentary,70.0,78.0,13.64,2.5,2008,11.14,True
Beginners,Independent,Comedy,84.0,80.0,14.31,3.2,2011,11.11,True
The Mechanic,Independent,Action,53.0,52.0,51.07,40.0,2011,11.07,False
Fright Night,DreamWorks,Horror,75.0,68.0,41.0,30.0,2011,11.0,True
Push,Summit,Action,22.0,47.0,48.85,38.0,2009,10.850000000000001,False
Beasts of the Southern Wild,Fox Searchlight,Other Genres,86.0,76.0,12.8,2.0,2012,10.8,True
Nancy Drew,Independent,Thriller,49.0,61.0,30.67,20.0,2007,10.670000000000002,False
Sparkle (2012),TriStar,Other Genres,57.0,65.0,24.64,14.0,2012,10.64,False
"Be Kind, Rewind",New Line,Comedy,65.0,57.0,30.58,20.0,2008,10.579999999999998,True
August: Osage County,Weinstein,Other Genres,65.0,72.0,35.46,25.0,2013,10.46,True
What's Your Number,Fox,Comedy,24.0,50.0,30.43,20.0,2011,10.43,False
The Haunting of Molly Hartley,Independent,Horror,3.0,22.0,15.42,5.0,2008,10.42,False
Shame,Independent,Drama,80.0,80.0,16.874,6.5,2011,10.373999999999999,True
Haywire,Relativity Media,Action,80.0,40.0,33.37,23.0,2012,10.369999999999997,True
Safe (2012),Lionsgate,Other Genres,57.0,60.0,40.35,30.0,2012,10.350000000000001,False
The Last Exorcism Part II,CBS,Other Genres,16.0,27.0,15.18,5.0,2013,10.18,False
The International,Sony,Action,58.0,39.0,60.1,50.0,2009,10.100000000000001,False
Going the Distance,Warner Bros,Comedy,53.0,56.0,42.05,32.0,2010,10.049999999999997,False
The Sitter,Fox,Comedy,22.0,43.0,34.941,25.0,2011,9.941000000000003,False
Drillbit Taylor,Paramount,Comedy,26.0,49.0,49.69,40.0,2008,9.689999999999998,False
Just Wright,Fox,Comedy,45.0,58.0,21.569,12.0,2010,9.568999999999999,False
Homefront,Open Road,Other Genres,40.0,66.0,31.36,22.0,2013,9.36,False
Observe and Report,Warner Bros,Comedy,51.0,40.0,26.96,18.0,2009,8.96,False
A Perfect Getaway,Universal,Mystery,61.0,50.0,22.83,14.0,2009,8.829999999999998,True
"Welcome Home, Roscoe Jenkins",Universal,Comedy,24.0,64.0,43.65,35.0,2008,8.649999999999999,False
The Host,Open Road,Other Genres,8.0,50.0,48.23,40.0,2013,8.229999999999997,False
Before Midnight,Sony,Other Genres,98.0,82.0,11.18,3.0,2013,8.18,True
Sucker Punch,Legendary Pictures,Action,23.0,48.0,89.79,82.0,2011,7.790000000000006,False
Appaloosa,Warner Bros,Action,77.0,55.0,27.67,20.0,2008,7.670000000000002,True
Kit Kittredge: An American Girl,Warner Bros,Drama,78.0,26.0,17.66,10.0,2008,7.66,True
In the Land of Women,Warner Bros,Comedy,43.0,72.0,17.56,10.0,2007,7.559999999999999,False
A Dangerous Method,Independent,Drama,79.0,89.0,27.46,20.0,2011,7.460000000000001,True
Her,Warner Bros,Drama,94.0,85.0,30.37,23.0,2013,7.370000000000001,True
Adventureland,Miramax,Comedy,89.0,56.0,17.16,9.8,2009,7.359999999999999,True
Ghost Town,Paramount,Comedy,85.0,60.0,27.07,20.0,2008,7.07,True
Next Day Air,Summit,Action,21.0,27.0,10.0,3.0,2009,7.0,False
Moonrise Kingdom,Focus,Other Genres,94.0,86.0,22.75,16.0,2012,6.75,True
The Kingdom,Other Lead Studios,Action,52.0,78.0,86.66,80.0,2007,6.659999999999997,False
Fantastic Mr. Fox,Fox,Animation,93.0,80.0,46.46,40.0,2009,6.460000000000001,True
Dance Flick,Paramount,Action,17.0,35.0,31.43,25.0,2009,6.43,False
Superhero Movie,Weinstein,Comedy,15.0,36.0,71.24,65.0,2008,6.239999999999995,False
Penelope,Summit,Comedy,52.0,74.0,21.16,15.0,2008,6.16,False
Next,Paramount,Thriller,29.0,59.0,76.07,70.0,2007,6.069999999999993,False
Arthur,Warner Bros,Comedy,26.0,49.0,45.74,40.0,2011,5.740000000000002,False
I Love You Phillip Morris,Independent,Comedy,71.0,57.0,20.722,15.0,2010,5.722000000000001,True
Not Easily Broken,Independent,Drama,34.0,66.0,10.7,5.0,2009,5.699999999999999,False
Traitor,Liberty Starz,Thriller,55.0,66.0,27.66,22.0,2008,5.66,False
Country Strong,Sony,Drama,20.0,56.0,20.528,15.0,2010,5.527999999999999,False
Delivery Man,Buena Vista,Other Genres,38.0,52.0,31.33,26.0,2013,5.329999999999998,False
Admission,Focus,Other Genres,38.0,34.0,18.01,13.0,2013,5.010000000000002,False
Smart People,Independent,Comedy,50.0,41.0,11.84,7.0,2008,4.84,False
Pathfinder: Legend of the Ghost Warrior,Other Lead Studios,Action,11.0,41.0,30.82,26.0,2007,4.82,False
Rachel Getting Married,Independent,Drama,85.0,61.0,16.62,12.0,2008,4.620000000000001,True
Love is All You Need,Sony,Other Genres,74.0,60.0,10.02,5.5,2013,4.52,True
Seven Psychopaths,CBS,Other Genres,83.0,71.0,19.42,15.0,2012,4.420000000000002,True
Mad Money,Independent,Comedy,22.0,51.0,26.41,22.0,2008,4.41,False
W.,Lionsgate,Drama,60.0,42.0,29.51,25.1,2008,4.41,True
The Losers,Warner Bros,Action,47.0,55.0,29.38,25.0,2010,4.379999999999999,False
The Spectacular Now,A24,Other Genres,92.0,61.0,6.85,2.5,2013,4.35,True
Trance,Fox Searchlight,Other Genres,68.0,64.0,24.26,20.0,2013,4.260000000000002,True
Expelled: No Intelligence Allowed,Other Lead Studios,Documentary,10.0,42.0,7.72,3.5,2008,4.22,False
Man on a Ledge,Summit,Action,32.0,52.0,46.22,42.0,2012,4.219999999999999,False
Charlie St. Cloud,Universal,Fantasy,27.0,62.0,48.188,44.0,2010,4.188000000000002,False
The Box,Warner Bros,Drama,46.0,27.0,33.38,30.0,2009,3.3800000000000026,False
Extract,Miramax,Comedy,62.0,37.0,10.83,7.5,2009,3.33,True
The Last Stand,Lionsgate,Other Genres,60.0,55.0,48.33,45.0,2013,3.3299999999999983,True
Winnie The Pooh,Disney,Animation,91.0,79.0,33.15,30.0,2011,3.1499999999999986,True
The Company You Keep,Sony,Other Genres,55.0,45.0,5.13,2.0,2013,3.13,False
Machete Kills,Open Road,Other Genres,29.0,39.0,15.01,12.0,2013,3.01,False
Cyrus,Independent,Comedy,80.0,51.0,9.92,7.0,2010,2.92,True
Jack the Giant Slayer,Warner Bros,Other Genres,52.0,56.0,197.69,195.0,2013,2.6899999999999977,False
The Road,Weinstein,Adventure,75.0,65.0,27.63,25.0,2009,2.629999999999999,True
88 Minutes,Sony,Drama,5.0,51.0,32.59,30.0,2008,2.5900000000000034,False
Inkheart,Warner Bros,Adventure,39.0,51.0,62.44,60.0,2009,2.4399999999999977,False
Year One,Sony,Adventure,14.0,31.0,62.35,60.0,2009,2.3500000000000014,False
Ender's Game,Summit,Other Genres,61.0,72.0,112.23,110.0,2013,2.230000000000004,True
Case 39,Independent,Horror,23.0,42.0,28.19,26.0,2010,2.1900000000000013,False
The Eagle,Universal,Action,39.0,43.0,27.12,25.0,2011,2.120000000000001,False
The To-Do List,CBS,Other Genres,52.0,48.0,3.57,1.5,2013,2.07,False
In a World,Roadside Attractions,Other Genres,92.0,74.0,2.96,1.0,2013,1.96,True
City Island,Independent,Comedy,81.0,77.0,7.874,6.0,2010,1.8739999999999997,True
Blue Is the Warmest Color,IFC,Other Genres,90.0,87.0,7.37,5.5,2013,1.87,True
The Guilt Trip,Paramount,Other Genres,38.0,40.0,41.86,40.0,2012,1.8599999999999994,False
Youth in Revolt,Weinstein,Comedy,68.0,52.0,19.649,18.0,2010,1.649000000000001,True
Another Earth,Independent,Fantasy,63.0,74.0,1.77,0.2,2011,1.57,True
Stand Up Guys,Lionsgate,Other Genres,37.0,47.0,3.31,1.8,2013,1.51,False
Life as We Know It,Independent,Comedy,28.0,62.0,53.374,52.0,2010,1.3740000000000023,False
Please Give,Sony,Comedy,88.0,62.0,4.309,3.0,2010,1.3090000000000002,True
Furry Vengeance,Summit,Comedy,8.0,36.0,36.236,35.0,2010,1.235999999999997,False
Pride & Glory,Warner Bros,Crime,34.0,54.0,31.15,30.0,2008,1.1499999999999986,False
Edge of Darkness,Warner Bros,Crime,55.0,56.0,81.12,80.0,2010,1.1200000000000045,False
My Life in Ruins,Independent,Comedy,9.0,43.0,18.01,17.0,2009,1.0100000000000016,False
Whip It,Independent,Drama,84.0,73.0,16.0,15.0,2009,1.0,True
From Paris with Love,Independent,Action,38.0,57.0,52.829,52.0,2010,0.8290000000000006,False
Igor,Independent,Animation,36.0,42.0,30.75,30.0,2008,0.75,False
The Watch,Fox,Other Genres,17.0,40.0,68.27,68.0,2012,0.269999999999996,False
Dragon Wars (aka D-War),Mediaplex,Action,27.0,44.0,75.11,75.0,2007,0.10999999999999943,False
Stoker,Fox Searchlight,Other Genres,68.0,61.0,12.08,12.0,2013,0.08000000000000007,True
Where the Wild Things Are,Warner Bros,Adventure,73.0,59.0,100.08,100.0,2009,0.0799999999999983,True
Beautiful Creatures,Warner Bros,Other Genres,37.0,34.0,60.05,60.0,2013,0.04999999999999716,False
The Brave One,Other Lead Studios,Action,43.0,65.0,69.79,70.0,2007,-0.20999999999999375,False
Sex Drive,Summit,Adventure,46.0,61.0,18.76,19.0,2008,-0.23999999999999844,False
Nebraska,Paramount,Other Genres,92.0,86.0,11.72,12.0,2013,-0.27999999999999936,True
The Dilemma,Spyglass Entertainment,Comedy,23.0,31.0,69.72,70.0,2011,-0.28000000000000114,False
MacGruber,Independent,Action,47.0,33.0,9.327,10.0,2010,-0.673,False
The Kings of Summer,CBS,Other Genres,76.0,77.0,1.32,2.0,2013,-0.6799999999999999,True
Cirque du Freak: The Vampire's Assistant,Universal,Action,38.0,50.0,39.23,40.0,2009,-0.7700000000000031,False
John Dies at the End,Magnolia,Other Genres,61.0,53.0,0.14,1.0,2013,-0.86,True
Fired Up!,Independent,Comedy,22.0,52.0,18.6,20.0,2009,-1.3999999999999986,False
Evan Almighty,Universal,Comedy,23.0,56.0,173.42,175.0,2007,-1.5800000000000125,False
The Pirates Who Don't Do Anything,Universal,Other Genres,41.0,61.0,13.15,15.0,2008,-1.8499999999999996,False
Take Shelter,Independent,Drama,92.0,85.0,3.13,5.0,2011,-1.87,True
Warrior,Lionsgate,Action,83.0,93.0,23.06,25.0,2011,-1.9400000000000013,True
I Love You Beth Cooper,Fox,Comedy,14.0,38.0,15.82,18.0,2009,-2.1799999999999997,False
All Is Lost,Roadside Attractions,Other Genres,93.0,66.0,6.26,8.5,2013,-2.24,True
The Ruins,Paramount,Horror,46.0,32.0,22.73,25.0,2008,-2.2699999999999996,False
Everything Must Go,Reliance,Drama,74.0,53.0,2.71,5.0,2011,-2.29,True
Swing Vote,Disney,Comedy,36.0,44.0,17.63,20.0,2008,-2.370000000000001,False
Bangkok Dangerous,Lionsgate,Action,9.0,33.0,42.49,45.0,2008,-2.509999999999998,False
Arthur Christmas,Aardman Animations,Animation,92.0,82.0,147.41,150.0,2011,-2.5900000000000034,True
12 Rounds,Fox,Action,30.0,52.0,17.28,20.0,2009,-2.719999999999999,False
Austenland,Sony,Other Genres,30.0,60.0,2.16,4.9,2013,-2.74,False
Conviction,Independent,Biography,68.0,71.0,9.71,12.5,2010,-2.789999999999999,True
Red State,Independent,Horror,57.0,59.0,1.1,4.0,2011,-2.9,False
Frances Ha,IFC,Other Genres,93.0,78.0,4.07,7.0,2013,-2.9299999999999997,True
Cadillac Records,Sony,Biography,67.0,64.0,8.88,12.0,2008,-3.119999999999999,True
Cedar Rapids,Fox,Comedy,86.0,61.0,6.86,10.0,2011,-3.1399999999999997,True
Funny People,Universal,Comedy,68.0,58.0,71.58,75.0,2009,-3.4200000000000017,True
Battle of the Year,Sony,Other Genres,6.0,52.0,16.55,20.0,2013,-3.4499999999999993,False
Renoir,Samuel Goldwyn,Other Genres,68.0,57.0,2.29,6.0,2013,-3.71,True
The Master,Weinstein,Other Genres,85.0,59.0,28.26,32.0,2012,-3.7399999999999984,True
Premium Rush,Sony,Other Genres,76.0,60.0,31.08,35.0,2012,-3.9200000000000017,True
Armored,Sony,Action,40.0,34.0,16.0,20.0,2009,-4.0,False
My Soul to Take,Relativity Media,Horror,9.0,29.0,20.971,25.0,2010,-4.029,False
The East,Fox Searchlight,Other Genres,74.0,66.0,2.4,6.5,2013,-4.1,True
Everybody's Fine,Miramax,Drama,46.0,55.0,16.4,21.0,2009,-4.600000000000001,False
Green Zone,Universal,Action,53.0,60.0,94.878,100.0,2010,-5.122,False
The Runaways,Independent,Biography,68.0,56.0,4.677,10.0,2010,-5.323,True
Never Let Me Go,Independent,Drama,70.0,70.0,9.45,15.0,2010,-5.550000000000001,True
Baby Mama,Independent,Comedy,63.0,59.0,64.16,70.0,2008,-5.840000000000003,True
Away We Go,Focus,Comedy,67.0,74.0,14.89,21.0,2009,-6.109999999999999,True
Getaway,Warner Bros,Other Genres,2.0,36.0,10.5,18.0,2013,-7.5,False
Red Tails,Fox,Other Genres,40.0,58.0,50.37,58.0,2012,-7.630000000000003,False
Mandela: Long Walk to Freedom,Weinstein,Other Genres,58.0,73.0,27.26,35.0,2013,-7.739999999999998,False
Bandslam,Summit,Comedy,79.0,60.0,12.1,20.0,2009,-7.9,True
The Iceman,Millenium Entertainment,Other Genres,66.0,63.0,1.97,10.0,2013,-8.03,True
The Joneses,Independent,Comedy,61.0,47.0,1.97,10.0,2010,-8.03,True
Lovelace,Radius-TWC,Biography,55.0,37.0,1.52,10.0,2013,-8.48,False
Post Grad,Fox,Comedy,7.0,31.0,6.38,15.0,2009,-8.620000000000001,False
Happily N'Ever After,Lionsgate,Animation,4.0,43.0,38.09,47.0,2007,-8.909999999999997,False
Meet Dave,Fox,Adventure,19.0,42.0,50.65,60.0,2008,-9.350000000000001,False
The Conspirator,Independent,Drama,56.0,65.0,15.48,25.0,2011,-9.52,False
Solitary Man,Independent,Comedy,81.0,47.0,5.178,15.0,2010,-9.822,True
Black Nativity,Fox Searchlight,Other Genres,48.0,57.0,7.45,17.5,2013,-10.05,False
The Company Men,Weinstein,Drama,66.0,55.0,4.88,15.0,2011,-10.120000000000001,True
The Wolfman,Universal,Drama,33.0,38.0,139.79,150.0,2010,-10.210000000000008,False
The Thing,Universal,Horror,36.0,52.0,27.43,38.0,2011,-10.57,False
Out of the Furnace,Relativity Media,Other Genres,52.0,53.0,11.33,22.0,2013,-10.67,False
Grudge Match,Warner Bros,Other Genres,28.0,57.0,29.24,40.0,2013,-10.760000000000002,False
Doomsday,Relativity Media,Action,48.0,47.0,22.21,33.0,2008,-10.79,False
Dream House,Morgan Creek,Horror,7.0,38.0,38.5,50.0,2011,-11.5,False
Shoot 'Em Up,Warner Bros,Action,67.0,66.0,26.82,39.0,2007,-12.18,True
That's My Boy,Sony,Other Genres,20.0,53.0,57.72,70.0,2012,-12.280000000000001,False
Scott Pilgrim vs. the World,Universal,Action,81.0,83.0,47.66,60.0,2010,-12.340000000000003,True
Stone,Independent,Drama,49.0,20.0,9.479,22.0,2010,-12.521,False
The Big Wedding,Lionsgate,Other Genres,7.0,42.0,21.82,35.0,2013,-13.18,False
Closed Circuit,Focus,Other Genres,42.0,33.0,5.75,19.0,2013,-13.25,False
Repo Men,Universal,Action,22.0,43.0,18.41,32.0,2010,-13.59,False
Killer Elite,Independent,Action,25.0,48.0,56.38,70.0,2011,-13.619999999999997,False
"Pirate Radio (The Boat that Rocked, UK)",Focus,Comedy,60.0,72.0,36.34,50.0,2009,-13.659999999999997,True
Stop-Loss,Paramount,Drama,65.0,27.0,11.21,25.0,2008,-13.79,True
Dredd,Lionsgate,Other Genres,78.0,72.0,35.63,50.0,2012,-14.369999999999997,True
Walk Hard: The Dewey Cox Story,Sony,Comedy,75.0,55.0,20.58,35.0,2007,-14.420000000000002,True
Anonymous,Relativity Media,Drama,46.0,66.0,15.39,30.0,2011,-14.61,False
The Beaver,Summit,Drama,62.0,57.0,6.37,21.0,2011,-14.629999999999999,True
Big Miracle,Universal,Other Genres,74.0,64.0,24.72,40.0,2012,-15.280000000000001,True
Broken City,Fox,Other Genres,28.0,42.0,19.7,35.0,2013,-15.3,False
Dylan Dog: Dead of Night,Independent,Horror,6.0,28.0,4.63,20.0,2011,-15.370000000000001,False
Rock of Ages,Warner Bros,Musical,41.0,55.0,59.42,75.0,2012,-15.579999999999998,False
Across the Universe,Independent,Romance,54.0,84.0,29.37,45.0,2007,-15.629999999999999,False
Extraordinary Measures,CBS,Drama,27.0,55.0,15.14,31.0,2010,-15.86,False
Drive Angry,Independent,Action,45.0,38.0,28.93,45.0,2011,-16.07,False
Leatherheads,Universal,Comedy,52.0,41.0,41.3,58.0,2008,-16.700000000000003,False
Take Me Home Tonight,Relativity Media,Comedy,28.0,46.0,6.93,25.0,2011,-18.07,False
The Longshots,Independent,Comedy,39.0,39.0,11.77,30.0,2008,-18.23,False
Taking Woodstock,Focus,Comedy,48.0,48.0,9.98,29.0,2009,-19.02,False
The Fifth Estate,Buena Vista,Other Genres,37.0,40.0,8.56,28.0,2013,-19.439999999999998,False
City of Ember,Independent,Adventure,52.0,48.0,17.93,38.0,2008,-20.07,False
Red Dawn (2012),FilmDistrict,Action,12.0,52.0,44.81,65.0,2012,-20.189999999999998,False
Amelia,Independent,Adventure,21.0,35.0,19.2,40.0,2009,-20.8,False
The Rum Diary,Independent,Drama,50.0,48.0,23.95,45.0,2011,-21.05,False
The Love Guru,Paramount,Comedy,14.0,38.0,40.86,62.0,2008,-21.14,False
Paranoia,Relativity Media,Other Genres,4.0,61.0,13.79,35.0,2013,-21.21,False
The Soloist,Paramount,Drama,56.0,59.0,38.31,60.0,2009,-21.689999999999998,False
Whiteout,Warner Bros,Action,7.0,28.0,12.2,35.0,2009,-22.8,False
Pandorum,Independent,Action,28.0,49.0,17.0,40.0,2009,-23.0,False
Punisher: War Zone,Lionsgate,Action,27.0,47.0,10.1,35.0,2008,-24.9,False
Your Highness,Universal,Comedy,26.0,36.0,24.86,49.9,2011,-25.04,False
Astro Boy,Summit,Animation,49.0,53.0,39.89,65.0,2009,-25.11,False
Oldboy,FilmDistrict,Other Genres,43.0,37.0,4.86,30.0,2013,-25.14,False
Nine,Weinstein,Drama,37.0,40.0,53.99,80.0,2009,-26.009999999999998,False
Speed Racer,Warner Bros,Action,38.0,61.0,93.95,120.0,2008,-26.049999999999997,False
Grindhouse,Weinstein,Action,82.0,86.0,25.42,53.0,2007,-27.58,True
The Express,Independent,Biography,62.0,73.0,9.81,37.5,2008,-27.689999999999998,True
Machine Gun Preacher,Lionsgate,Action,29.0,71.0,1.1,30.0,2011,-28.9,False
Land of the Lost,Universal,Drama,26.0,38.0,68.77,100.0,2009,-31.230000000000004,False
Imagine That,Paramount,Comedy,38.0,44.0,22.99,55.0,2009,-32.010000000000005,False
The Big Year,Independent,Comedy,38.0,62.0,7.45,41.0,2011,-33.55,False
Miracle at St. Anna,Disney,Action,34.0,68.0,9.32,45.0,2008,-35.68,False
Jonah Hex,Warner Bros,Action,13.0,24.0,10.91,47.0,2010,-36.09,False
Street Fighter: The Legend of Chun-Li,Fox,Action,16.0,28.0,12.34,50.0,2009,-37.66,False
The Invasion,Warner Bros,Thriller,19.0,43.0,40.17,80.0,2007,-39.83,False
Conan the Barbarian,Lionsgate,Action,22.0,34.0,48.8,90.0,2011,-41.2,False
Miss Pettigrew Lives for a Day,Independent,Comedy,78.0,70.0,16.72,60.0,2008,-43.28,True
R.I.P.D.,Universal,Other Genres,13.0,39.0,78.32,130.0,2013,-51.68000000000001,False
47 Ronin,Universal,Other Genres,12.0,56.0,121.76,175.0,2013,-53.239999999999995,False
Girl Most Likely,Roadside Attractions,Other Genres,20.0,35.0,1.38,60.0,2013,-58.62,False
College Road Trip,Buena Vista,Adventure,13.0,56.0,51.55,140.0,2008,-88.45,False
Mars Needs Moms,Disney,Animation,36.0,43.0,38.99,150.0,2011,-111.00999999999999,False
